Year,Region,Commodity,Distance,Function,Status,Num_employee,Employee_hour,Hours_office,Hours_operation,Hours_other,Safety_cost,Num_accidents
2018,16,5,0,4,4,8,12770.65,0,12770.65,0,3.35,1
2018,38,4,3.89,2,2,59,138557.48,0,0,138557.48,0.41,3
2019,9,1,0,1,6,1,88.78,0,88.78,0,3.5,0
2020,34,1,0,1,4,2,2124.66,617.74,1506.92,0,3.36,0
2017,38,4,3.43,4,1,7,8400.54,0,7234.61,1165.94,3.93,0
2019,20,1,0,1,3,32,52810.54,6168.58,46641.96,0,2.38,0
2020,4,1,0,1,4,6,2805.45,0,2805.45,0,2.75,0
2020,48,1,0,1,4,1,1773.99,0,1773.99,0,3,0
2019,35,5,0,4,3,14,23343.02,2451.64,20891.38,0,0.28,0
2017,2,2,0,4,3,4,6567.98,1731.37,4836.61,0,0.85,0
2020,23,5,0,4,4,4,204.09,54.49,149.6,0,0.11,0
2020,33,3,0,4,4,21,42190.71,154.99,0,42035.72,3.35,0
2020,17,4,4.03,2,1,29,72223.05,780.15,0,71442.9,NA,2
2020,44,2,0,4,3,2,3008.23,0,3008.23,0,0.75,0
2019,44,2,0,4,4,2,465.18,8.93,456.26,0,3.53,0
2018,32,1,0,1,4,2,2072.33,74.72,1997.61,0,3.2,0
2018,42,1,0,1,4,4,5558.41,0,5558.41,0,3.54,0
2018,29,1,0,1,4,2,4378.87,0,0,4378.87,2.85,0
2018,18,1,0,1,3,5,10605.98,2097.6,0,8508.38,1.36,0
2018,38,4,3.5,4,7,11,18785.08,3254.92,15530.16,0,3.95,2
2018,2,4,0,4,7,16,41947.59,0,41947.59,0,2.36,0
2019,23,1,0,1,4,3,1287.06,2.01,1285.06,0,2.01,0
2020,36,5,0,4,3,25,50072.96,5076.39,9413.87,35582.71,0.27,3
2019,21,1,0,1,3,12,20722.66,155.94,20566.72,0,1.51,0
2018,2,5,0,4,3,10,24618.22,5593.78,19024.44,0,0.16,0
2020,34,5,0,4,6,1,561.8,0,561.8,0,0.84,0
2017,34,1,0,1,4,1,746.54,0,746.54,0,3.19,0
2019,21,1,0,1,4,5,388.6,36.24,352.36,0,2.51,0
2018,38,4,4.8,4,1,13,23484.08,0,23484.08,0,0.91,0
2020,25,5,0,4,3,8,19075.63,4286.27,7460.2,7329.16,0.19,0
2020,6,1,0,1,3,5,10291.39,0,10291.39,0,1.5,0
2019,7,1,0,1,4,6,8894.52,2594.69,6299.82,0,2.31,0
2020,29,5,0,4,4,4,2477.22,66.14,2411.08,0,3.46,0
2020,47,1,0,1,4,2,379.39,0,379.39,0,3.21,0
2018,30,5,0,4,4,3,2098.49,381.99,1716.5,0,0.82,2
2019,21,1,0,1,4,2,1562.01,1095.62,466.39,0,2.74,0
2020,27,1,0,1,3,5,14873.48,1485.85,0,13387.64,3.28,1
2019,44,1,0,1,3,17,12346.33,1243.43,11102.9,0,3.91,0
2018,18,1,0,1,3,1,445,0,0,445,1.76,0
2017,9,2,0,4,3,8,15655.36,2946.07,12709.3,0,0.7,0
2020,2,4,2.48,4,1,17,37317.58,0,37317.58,0,3.78,0
2019,15,5,0,4,3,12,30290.5,4652.15,9334.3,16304.04,0.02,3
2019,44,1,0,1,3,5,12271.04,2724.56,9546.47,0,NA,0
2018,15,1,0,1,3,2,3768.64,0,3768.64,0,2.76,0
2018,45,1,0,1,3,6,12122.25,1920.36,10201.89,0,2.71,1
2020,13,1,0,1,4,1,1233.33,0,1233.33,0,2.86,0
2018,28,1,0,1,4,3,4728.96,0,4728.96,0,1.92,0
2018,34,5,0,4,4,9,14851.38,3213.38,6291.7,5346.3,0.53,0
2017,36,5,0,4,3,10,22319.41,5569.85,16749.56,0,1.06,0
2017,34,1,0,1,4,5,8504.65,758.77,7745.87,0,3.36,0
2017,5,1,0,1,3,6,9181.09,1499.69,7681.4,0,1.92,0
2018,9,5,0,4,3,14,28711.87,8260.54,6815.44,13635.89,0.77,0
2017,47,5,0,4,4,2,455.4,0,455.4,0,1.32,0
2020,28,1,0,1,4,2,810.2,0,810.2,0,2.46,0
2017,44,1,0,1,3,14,31299.69,4350.4,26949.29,0,2.6,0
2018,17,5,0,4,3,24,21067.77,3444.13,9953.36,7670.28,1.1,0
2020,42,1,0,1,4,3,1174.24,23.96,1150.28,0,2.17,0
2017,44,1,0,1,4,3,616.62,56.87,559.75,0,3.03,0
2018,7,1,0,1,6,5,3283.72,1194.9,2088.82,0,3,0
2018,44,1,0,1,3,7,15432.62,2337.61,0,13095.01,2.15,0
2017,4,1,0,1,3,11,23366.51,10398.45,12968.06,0,1.64,0
2020,2,5,0,4,3,12,37896.74,8573,8626.98,20696.76,0.4,0
2020,36,5,0,4,3,9,18353.85,4194.97,12118.9,2039.98,0.26,0
2020,38,4,0,4,2,5,5984.2,0,0,5984.2,3.49,0
2020,36,5,0,4,3,4,5875.34,1515.67,4359.67,0,0.98,0
2020,3,5,0,4,3,8,15088.7,1940.79,13147.91,0,1.13,0
2018,34,1,0,1,6,2,2930.23,1988.55,941.68,0,3.11,0
2017,38,5,0,4,4,2,1206.16,8.96,1197.2,0,1.14,0
2019,16,5,0,4,4,11,21175.82,4430.96,7303.94,9440.92,0.5,0
2018,9,5,0,4,3,9,22284.72,0,22284.72,0,0.25,0
2017,42,3,0,4,3,156,266837.83,18515.71,189445.04,58877.08,3.88,6
2018,23,1,0,1,4,6,1428.78,4,0,1424.78,2.31,0
2018,20,1,0,1,6,6,5960.75,2447.97,3512.78,0,3.36,0
2019,24,1,0,1,4,3,496.96,3.98,492.98,0,3.33,0
2019,1,1,0,1,4,4,2522.27,0,2522.27,0,3.11,0
2020,17,4,0,4,1,17,29328.88,4392.23,24936.65,0,3.88,0
2018,34,5,0,4,4,16,28546.93,6188.07,0,22358.86,0.69,0
2018,24,5,0,4,3,16,35491.57,2545.26,11830.19,21116.12,0.07,0
2017,12,1,0,1,4,4,2850.2,0,2850.2,0,2.08,0
2017,17,4,0,3,1,16,27625.22,0,0,27625.22,2.3,0
2020,23,1,0,1,4,5,6161.58,15.98,6145.6,0,2.91,0
2017,12,1,0,1,4,2,3662.99,0,0,3662.99,3.19,0
2018,24,5,0,4,3,14,26948.59,3162.36,10177.96,13608.27,0.09,0
2020,21,1,0,1,4,6,9193.64,1833.13,7360.51,0,3.23,0
2020,44,2,0,4,4,2,1305.91,13.89,1292.01,0,3.86,0
2019,14,5,0,4,3,18,40527.92,5940.31,23944.27,10643.34,0.63,0
2019,5,1,0,1,3,6,11939.63,2133.11,9806.52,0,1.5,0
2017,26,1,0,1,4,1,85.88,0,85.88,0,2.64,0
2020,23,1,0,1,3,4,7982.82,3065.16,4917.66,0,1.53,0
2018,46,4,4.11,4,1,30,17904.13,0,17904.13,0,3.7,0
2017,23,1,0,1,4,4,1963.95,39.24,1924.71,0,3.12,0
2020,21,1,0,1,4,2,1289.03,0,1289.03,0,2.91,0
2018,43,5,0,4,4,3,1993.59,70.84,1922.75,0,1.25,0
2018,1,1,0,1,4,7,1427.16,0,1427.16,0,1.79,0
2020,27,5,0,4,3,44,110718.21,14274.22,60052.52,36391.47,0.8,0
2019,44,5,0,4,3,17,48906.75,6079.84,42826.91,0,3.49,0
2017,22,1,0,1,4,6,908.09,30.83,877.25,0,3.31,0
2020,4,1,0,1,3,9,19528.59,1479.12,18049.47,0,3.07,1
2020,23,1,0,1,4,5,3079.18,0,3079.18,0,2.18,0
2020,5,1,0,1,3,13,31541.87,5548.91,25992.96,0,3.72,0
2020,22,3,0,4,4,4,6922.44,0,6922.44,0,3.79,0
2019,6,1,0,1,3,6,8253.35,354.71,7898.64,0,2.56,0
2019,13,5,0,4,3,11,13523.38,2400.6,2880.72,8242.06,1.63,0
2018,16,5,0,4,6,5,7120.78,3337.15,347.6,3436.03,0.68,0
2019,18,1,0,1,4,4,3271.52,74.17,0,3197.35,2.58,0
2019,35,4,3.66,4,1,102,186897.85,0,163338.23,23559.62,3.83,0
2020,12,5,0,4,4,3,1373.86,4.02,1369.84,0,NA,0
2017,38,4,3.87,2,1,46,110126.78,0,0,110126.78,NA,7
2020,4,5,0,4,4,8,11364.92,0,11364.92,0,1.03,0
2018,38,4,3.37,4,7,2,234.16,0,234.16,0,3.27,0
2020,38,4,4.8,4,1,2,4154.5,0,4154.5,0,1.82,0
2019,17,4,4.74,2,1,381,960078.99,28329.35,0,931749.64,NA,8
2018,5,2,0,4,3,10,19398.26,3282.35,16115.9,0,2.32,0
2020,17,4,4.11,4,2,3,7357.53,0,7357.53,0,1.3,0
2017,38,4,3.76,2,1,72,181252.73,0,0,181252.73,2.55,0
2018,44,1,0,1,3,4,6172.24,3086.12,3086.12,0,1.74,0
2018,10,1,0,1,3,4,10443.31,2558.61,0,7884.7,3.36,0
2017,45,4,0,3,1,10,23392.57,5220.57,0,18172,3.87,1
2017,17,4,3.43,4,6,24,29270.48,520.38,28750.1,0,1.48,0
2019,42,1,0,1,4,4,5693.08,0,5693.08,0,1.75,0
2018,32,3,0,4,3,621,1289145.01,290119.65,776121.39,222903.97,NA,10
2020,22,1,0,1,4,1,54.21,0,54.21,0,2.68,0
2019,22,1,0,1,4,2,100.74,3.53,97.21,0,1.75,0
2017,36,2,0,4,4,2,1082.74,0,1082.74,0,0.63,0
2017,26,5,0,4,4,3,1565.73,0,1565.73,0,1.38,0
2020,19,1,0,1,3,6,10138.29,1638.37,8499.92,0,1.99,0
2017,32,5,0,4,4,4,1567.99,4.98,1563.01,0,0.96,0
2020,2,4,4.54,4,1,49,142415.65,4319.87,138095.78,0,1.04,0
2020,7,1,0,1,4,2,536.55,5.07,531.48,0,2.49,0
2019,24,5,0,4,3,157,294789.23,22114.72,60191.23,212483.28,0.84,3
2018,15,5,0,4,3,24,58120.39,7113.07,21799.15,29208.17,0.37,0
2020,46,4,0,3,1,35,101713.11,0,0,101713.11,3.67,0
2017,38,4,3.71,4,1,6,14763.02,0,14763.02,0,3.91,0
2020,38,5,0,4,3,15,42696.85,819.73,41877.12,0,3.8,5
2017,18,1,0,1,3,7,10293.07,520.16,0,9772.92,2.05,0
2018,5,1,0,1,3,2,4732.7,0,4732.7,0,1.82,0
2020,4,1,0,1,3,12,28448.44,2675.95,25772.49,0,1.98,0
2020,43,5,0,4,3,9,11510.07,0,11510.07,0,1.21,0
2018,26,1,0,1,4,1,103.89,0,103.89,0,2.7,0
2017,3,3,0,4,4,10,4627.94,327.93,1960.62,2339.38,3.77,0
2020,38,5,0,4,3,33,90092.45,6440.39,16829.4,66822.65,0.66,2
2017,26,3,0,4,3,11,18506.58,5742.08,7269.3,5495.2,3.54,0
2020,44,1,0,1,3,6,3406.8,661.32,2745.48,0,2.28,0
2018,16,5,0,4,3,7,17409.16,0,17409.16,0,3.75,0
2019,38,5,0,4,3,8,13257.28,4560.56,8696.72,0,0.12,0
2018,7,1,0,1,4,7,3108.17,3,3105.16,0,NA,0
2018,38,4,3.89,4,2,66,162666.27,1959.28,0,160706.99,3.88,6
2018,4,1,0,1,3,3,4886.14,993.12,3893.03,0,1.59,0
2019,17,5,0,4,3,14,34047.06,5329.82,13586.44,15130.8,0.23,0
2018,45,1,0,1,4,1,60.31,0,60.31,0,2.26,0
2018,5,2,0,4,4,3,3224.27,0,3224.27,0,1.36,0
2020,11,5,0,4,3,5,10837.85,1690.6,9147.25,0,1.08,0
2020,37,5,0,4,3,3,8664.1,0,8664.1,0,1.33,0
2019,5,5,0,4,3,117,248051.99,28915.67,45729.31,173407.01,0.75,4
2019,45,1,0,1,4,2,4511.38,0,4511.38,0,2.66,0
2017,44,2,0,3,3,15,34922.63,4287.96,0,30634.68,0.61,0
2019,36,1,0,1,4,4,3985.18,3851.34,0,133.84,1.62,0
2019,17,5,0,4,3,23,56706.85,4665.82,52041.03,0,0.79,0
2018,48,1,0,1,3,8,16323.93,3346.57,12977.35,0,1.52,0
2018,23,1,0,1,4,2,2750.44,1332.76,1417.68,0,3.09,0
2017,4,5,0,4,3,5,6168.91,0,6168.91,0,3.27,0
2018,17,5,0,4,3,15,29358.24,499.95,28858.28,0,0.49,0
2020,22,1,0,1,4,4,4845.52,0,4845.52,0,NA,0
2020,4,5,0,4,6,3,313.92,0,313.92,0,1.07,0
2017,47,5,0,4,3,12,27181.16,0,17609.52,9571.65,0.2,4
2017,44,1,0,1,3,11,31369.86,4997.21,26372.65,0,1.89,0
2018,18,1,0,1,3,12,28889.03,5541.27,0,23347.77,2.07,0
2019,17,5,0,4,3,17,38096.52,500.01,37596.51,0,0.27,0
2018,16,5,0,2,3,31,94507.06,9450.21,0,85056.85,0.09,0
2018,35,4,3.97,4,7,25,37490.27,9976.47,17753.29,9760.51,NA,1
2018,28,1,0,1,6,2,145.65,0,145.65,0,3.4,0
2018,5,1,0,1,3,44,89944.58,20700.82,69243.75,0,1.78,3
2019,46,5,0,4,3,17,27740.33,5973.09,13215.83,8551.42,0.15,0
2017,24,5,0,4,3,10,19714.26,1563.7,3421.35,14729.21,0.47,0
2018,24,5,0,4,3,7,11915.93,1046.52,8599.28,2270.13,0.09,0
2020,2,4,3.61,4,2,38,99302.15,0,99302.15,0,0.4,0
2018,19,5,0,4,4,9,11026.11,1625.19,9400.91,0,0.98,0
2018,38,2,0,4,3,12,23306.27,4067.87,19238.4,0,1.43,0
2019,46,4,0,3,1,4,5216.12,0,5216.12,0,3.61,0
2017,23,1,0,1,4,5,3491.65,0,3491.65,0,3.21,0
2017,33,3,0,4,3,1070,2481554.86,312716.99,1064530.37,1104307.5,NA,15
2017,13,5,0,4,4,4,7520.33,0,7520.33,0,1.05,0
2018,44,5,0,4,3,13,37642.32,1263.94,36378.38,0,1.27,0
2020,23,1,0,1,4,3,2164.06,3,2161.06,0,2.29,0
2017,22,1,0,1,4,4,8780.41,1574.05,7206.36,0,2.85,0
2017,16,1,0,1,4,3,80.19,3.17,0,77.02,2.02,0
2017,38,1,0,1,3,5,4986.28,1884.95,3101.33,0,2.63,0
2018,36,5,0,4,3,42,109009.78,12817.33,96192.45,0,0.33,0
2019,34,5,0,4,4,15,19195.36,5341.1,0,13854.26,0.49,0
2020,20,1,0,1,3,5,10245.9,2037.59,8208.31,0,1.86,0
2020,44,1,0,1,3,28,78467.27,6070.49,72396.79,0,1.91,2
2017,14,1,0,1,4,4,8015.15,2763.74,5251.41,0,2.49,0
2019,44,1,0,1,3,16,47856.89,8028.3,39828.58,0,2.06,0
2017,7,5,0,4,3,8,13549.32,594.1,12955.22,0,0.93,0
2018,34,5,0,4,4,7,5750.04,2626.98,3123.06,0,3.52,0
2019,10,5,0,4,3,5,11845.84,5025.17,1339.11,5481.55,0.73,0
2019,39,1,0,1,3,14,26700.82,9602.81,17098,0,NA,2
2019,38,5,0,4,3,8,15306.13,2017.96,13288.17,0,1.06,0
2019,9,5,0,4,3,14,24057.89,4032.98,18985.18,1039.74,NA,0
2017,45,3,0,2,3,30,44561.14,1811.6,0,42749.54,2.49,2
2019,33,2,0,4,4,8,11579.38,0,11579.38,0,3.65,0
2018,33,3,0,4,3,970,2149775.53,231575.21,1484233.18,433967.14,0.72,17
2018,20,1,0,1,3,21,41742.64,4787.65,36954.99,0,1.88,0
2019,22,1,0,1,4,2,532.9,1.98,530.92,0,1.39,0
2017,17,4,4.34,2,1,133,302643.33,0,0,302643.33,3.72,14
2020,38,5,0,4,3,21,46410.13,2468.69,16886.87,27054.58,0.05,0
2019,22,1,0,1,4,3,3123.35,747.93,2375.42,0,3.37,0
2019,4,1,0,1,3,7,15249.23,0,15249.23,0,1.97,0
2020,39,5,0,4,3,16,29201.25,2041.84,7457.7,19701.71,0.85,2
2018,45,4,4.63,2,2,175,383550.44,3185.98,0,380364.46,NA,9
2020,23,1,0,1,4,3,3529.85,481.34,3048.51,0,2.96,0
2019,17,4,3.74,4,1,15,32993.49,0,32993.49,0,1.8,0
2018,38,4,0,3,2,4,9623.08,0,0,9623.08,3.29,0
2018,5,2,0,4,3,9,15820.78,3608.18,0,12212.6,0.83,0
2018,48,2,0,4,3,45,98085.43,21909.54,0,76175.89,0.78,0
2018,17,5,0,3,3,28,56359.63,2391.73,0,53967.9,0.01,0
2020,23,1,0,1,4,3,4330.04,996.93,3333.11,0,2.62,0
2020,6,1,0,1,3,7,16774.65,1585.06,15189.58,0,1.7,2
2019,13,1,0,1,4,6,7299.58,18.03,7281.55,0,1.91,0
2017,46,4,0,4,1,12,2683.63,0,0,2683.63,3.94,0
2017,4,1,0,1,4,2,3458.17,0,3458.17,0,3.61,0
2017,35,1,0,1,3,4,3215.49,1913.15,1302.34,0,1.45,0
2017,43,5,0,4,3,5,6602.14,0,6602.14,0,1.19,0
2018,4,5,0,4,3,5,6966.4,0,6966.4,0,NA,0
2020,44,5,0,4,4,20,38129.79,2081.75,36048.03,0,1.15,0
2017,30,5,0,4,4,11,5619.06,606.68,5012.38,0,1.02,0
2019,24,1,0,1,3,39,87230.86,16964.44,70266.41,0,2.21,2
2018,23,1,0,1,4,1,203.13,0,203.13,0,2.19,0
2018,27,1,0,1,3,5,10984.03,4434.01,6550.02,0,1.78,0
2020,45,1,0,1,6,4,1026.08,0,1026.08,0,3.2,0
2019,45,1,0,1,3,7,11811.42,0,11811.42,0,2.35,0
2018,37,1,0,1,3,3,4254.24,2223.17,2031.07,0,2.1,1
2019,9,2,0,4,3,11,22285.13,3150.6,19134.53,0,NA,0
2020,33,2,0,4,3,15,30221.88,3922.11,4475.13,21824.64,0.77,0
2019,35,5,0,4,3,8,15167.82,2150.4,6938.29,6079.13,0.37,0
2019,34,5,0,4,3,14,31217.84,3217.19,28000.65,0,NA,0
2018,46,1,0,1,3,12,32232.83,2392.1,29840.73,0,2.4,2
2017,17,5,0,4,3,7,12263.71,2361.1,9902.61,0,0.32,0
2018,23,1,0,1,4,1,181.59,0,181.59,0,2.62,0
2020,32,5,0,4,4,4,4203.99,105.12,4098.86,0,NA,0
2017,46,4,0,4,2,19,40076.27,0,40076.27,0,0.98,0
2017,48,1,0,1,3,8,16381.02,3163.67,13217.34,0,1.74,0
2017,46,4,4.29,2,1,13,21026.77,0,0,21026.77,0.26,0
2018,22,1,0,1,4,1,-2.49,-2.49,0,0,2.18,0
2017,48,5,0,4,4,2,252.18,0,252.18,0,1.08,0
2018,12,1,0,1,4,7,11816.96,2577.03,0,9239.93,2.89,0
2019,16,5,0,4,4,7,19452.41,0,19452.41,0,0.31,3
2018,29,5,0,4,4,1,2243.83,0,2243.83,0,0.54,0
2019,22,1,0,1,3,4,5112.78,27.96,5084.83,0,1.89,0
2020,23,5,0,4,3,6,8711.83,224.61,8487.22,0,0.69,0
2020,27,5,0,2,3,24,64482.04,6447.4,0,58034.64,0.32,0
2019,47,5,0,4,4,4,5732.29,1999.75,1639.8,2092.74,3.8,0
2017,21,1,0,1,4,3,250.69,0.99,249.7,0,2.88,0
2019,16,1,0,1,4,1,1640.84,0,1640.84,0,2.88,0
2017,44,1,0,1,3,35,87005.99,3159.67,83846.32,0,1.51,2
2020,38,2,0,4,3,2,4173.44,0,4173.44,0,0.89,0
2019,17,4,0,4,1,27,70114.01,0,70114.01,0,3.1,0
2018,22,1,0,1,4,3,954.94,3.97,950.97,0,2.64,0
2018,28,2,0,4,6,11,1227.74,2.98,1224.76,0,3.81,0
2019,7,5,0,4,4,4,103.5,26.83,76.67,0,1.17,0
2019,46,4,0,4,1,1,77.48,0,77.48,0,0.91,0
2019,45,1,0,1,3,12,27650.61,0,27650.61,0,1.35,0
2019,5,1,0,1,3,40,98506.37,15316.5,83189.87,0,1.36,2
2019,38,4,3.69,2,2,47,87581.93,0,0,87581.93,3.96,4
2019,26,5,0,4,3,79,151281.44,5552.65,18976.8,126751.99,0.73,4
2018,47,1,0,1,4,2,1905.65,154.38,1751.27,0,3.17,0
2018,15,5,0,4,3,16,36023.41,5432.06,24755.28,5836.07,0.55,0
2017,21,5,0,4,4,4,2910.62,3,2907.62,0,0.18,0
2020,10,2,0,4,3,297,583939.45,91425.29,49145.62,443368.55,0.9,2
2017,15,5,0,4,3,5,9186.62,2014.55,3479.4,3692.67,0.22,0
2019,21,2,0,4,4,2,34.61,11.54,23.07,0,3.45,0
2020,38,5,0,4,3,50,121434.71,25597.84,22936.65,72900.23,NA,5
2020,26,1,0,1,4,3,203.58,6.17,197.42,0,1.62,0
2019,18,1,0,1,3,4,9330.84,4,0,9326.83,3.56,1
2019,44,5,0,4,3,95,245274.06,14715.36,127543.15,103015.55,0.59,0
2020,22,3,0,2,3,51,109693.93,66465.51,0,43228.43,3.95,0
2017,15,1,0,1,3,4,8310.02,2107.51,0,6202.51,1.87,0
2019,34,1,0,1,4,2,96.66,0,96.66,0,3.61,0
2018,43,5,0,4,3,4,6282.47,0,6282.47,0,0.47,0
2018,18,2,0,4,4,2,58.36,2.16,56.2,0,NA,0
2018,45,1,0,1,3,6,13369.06,2271.33,11097.73,0,2.1,0
2019,43,5,0,4,3,9,18732.94,5304.42,7174.21,6254.31,0.31,0
2019,7,1,0,1,4,2,634.74,3.99,630.76,0,3,0
2019,12,5,0,4,4,5,10838.58,0,10838.58,0,0.49,0
2017,36,5,0,4,3,122,252681.54,69566.67,28017.06,155097.81,NA,3
2020,45,1,0,1,4,2,175.17,0,175.17,0,2.26,0
2020,23,1,0,1,4,6,1375.34,1.01,1374.32,0,2.5,0
2020,4,1,0,1,3,8,15241.9,0,15241.9,0,1.63,0
2020,7,1,0,1,3,3,4285.89,4.01,4281.87,0,2.56,0
2018,38,4,6.18,4,1,2,4411.94,0,4411.94,0,3.52,0
2018,12,5,0,4,4,1,4.69,0,4.69,0,0.34,0
2019,21,1,0,1,4,1,1441.81,0,1441.81,0,3.29,0
2018,21,1,0,1,4,4,273.38,2.03,271.35,0,2.46,0
2017,27,5,0,4,3,21,37732.71,4329.31,8504.61,24898.79,0.76,0
2018,38,1,0,1,4,4,2516.45,1024.85,1491.6,0,1.44,0
2020,43,5,0,4,4,2,1111.45,0,110.35,1001.1,0.11,0
2017,4,1,0,1,4,5,1949.77,44.88,1904.89,0,2.75,0
2019,41,1,0,1,4,3,2946.32,111.35,0,2834.97,3.14,0
2018,15,5,0,4,3,31,78248.64,8326.92,24359.69,45562.03,0.21,5
2019,18,2,0,2,3,216,464122.55,59302.54,0,404820.01,3.44,2
2018,38,4,0,4,2,1,1161.14,0,0,1161.14,0.32,0
2019,12,5,0,4,3,20,30182.71,1217.23,28965.48,0,0.21,3
2019,34,5,0,4,4,1,510.35,0,510.35,0,0.12,0
2019,24,5,0,4,3,11,12700.47,3592.68,4222.15,4885.64,1.02,0
2018,26,2,0,2,6,7,4637.31,565.72,0,4071.59,3.74,0
2019,45,1,0,1,4,6,11326.31,151.92,11174.38,0,2.33,0
2020,17,4,3.87,4,1,2,739.71,0,739.71,0,3.89,0
2019,5,1,0,1,6,2,17.21,2.87,14.34,0,3.44,0
2017,46,1,0,1,3,3,7958.93,0,7958.93,0,1.94,0
2017,23,1,0,1,4,2,409.62,3.78,0,405.84,2.48,0
2020,44,5,0,4,4,2,2884.03,287.1,2596.93,0,0.63,0
2017,22,1,0,1,4,5,8174.93,369.23,7805.7,0,2.38,0
2020,23,5,0,4,3,6,7578.38,705.85,6872.53,0,1.07,0
2019,38,5,0,4,3,16,35028.47,3293.89,6449.74,25284.84,0.61,2
2018,23,1,0,1,4,7,11416.61,4,11412.61,0,2.4,0
2019,15,1,0,1,3,5,8629.45,3164.83,5464.62,0,2.27,0
2020,23,1,0,1,4,5,8772.73,2138.88,6633.84,0,3.38,0
2019,23,3,0,4,3,24,30991.27,5449.81,13738.55,11802.91,3.8,0
2018,2,5,0,4,3,43,104021.07,29615.44,74405.62,0,NA,0
2017,44,5,0,4,4,3,633.71,161.45,472.26,0,0.46,0
2017,15,5,0,4,3,10,21469.74,6000.72,4155.89,11313.13,0.2,0
2017,13,1,0,1,4,8,13115.54,1421.47,11694.07,0,2.3,0
2017,5,5,0,4,4,4,7009.35,0,7009.35,0,1.01,2
2020,27,5,0,4,4,7,19681.91,3345.12,9842.46,6494.34,0.65,0
2020,48,1,0,1,3,10,4926.74,99.85,4826.89,0,2.52,0
2018,42,1,0,1,4,2,746.42,0,746.42,0,1.88,0
2018,43,5,0,4,4,1,743.36,0,743.36,0,1.31,0
2017,27,5,0,4,3,15,27010.23,2701.22,13505.12,10803.89,0.38,3
2020,44,5,0,4,3,9,18109.64,2235.57,15874.07,0,0.16,0
2019,34,5,0,4,6,1,11.44,0,11.44,0,1.39,0
2018,12,5,0,4,4,10,5887.09,508.66,5378.43,0,0.36,0
2020,38,5,0,4,4,3,3153.2,0,3153.2,0,1.21,0
2018,23,1,0,1,4,4,4384.8,4.01,4380.79,0,1.71,0
2019,47,5,0,4,3,25,61322.6,0,10033.59,51289.01,3.52,0
2017,5,3,0,2,3,2,4336.71,0,0,4336.71,3.85,0
2019,42,5,0,4,3,48,80453.69,5129.73,26389.59,48934.38,0.99,2
2019,38,4,3.37,4,2,6,5396.5,2174.02,3222.48,0,1.8,0
2019,24,1,0,1,4,4,1915.44,105.36,1810.08,0,2.67,0
2020,14,5,0,4,4,3,4996.69,0,4996.69,0,0.53,3
2017,46,4,4.11,4,1,60,133539.55,1356.88,132182.67,0,3.92,1
2017,34,5,0,4,3,77,156407.38,17974.93,38391.85,100040.6,1.32,4
2019,44,5,0,4,4,3,5297.02,4,5293.03,0,0.33,0
2018,2,4,0,4,2,5,7054.02,0,7054.02,0,3.65,0
2018,38,4,0,3,6,1,267.09,267.09,0,0,1.95,0
2020,17,4,0,4,6,7,9463.57,0,9463.57,0,1.78,0
2019,44,5,0,4,3,22,64754.37,2784.71,61969.65,0,3.2,0
2020,44,1,0,1,3,11,25528.51,3286.01,22242.5,0,1.62,0
2017,15,1,0,1,4,5,4820.27,2513.35,0,2306.91,2.17,0
2017,34,1,0,1,4,2,1388.71,0,1388.71,0,NA,0
2019,40,5,0,4,3,8,15803.11,784.3,15018.81,0,NA,0
2017,21,1,0,1,4,1,2756.21,0,2756.21,0,1.55,0
2019,47,5,0,4,4,2,4020.37,0,4020.37,0,1.02,0
2019,10,5,0,4,3,8,18609.94,2232.11,7071.36,9306.47,0.78,0
2017,44,5,0,4,6,1,-8.37,-8.37,0,0,0.41,0
2019,37,5,0,4,4,5,4576.94,1627.14,2949.81,0,0.87,0
2019,44,4,0,4,2,70,135374.2,3567.74,131806.46,0,4,0
2017,37,5,0,4,4,3,1048,0,1048,0,1.09,0
2020,44,5,0,4,4,4,1464.39,99.69,1364.7,0,0.93,0
2018,23,1,0,1,4,4,2778.2,177.88,2600.32,0,NA,0
2018,14,1,0,1,6,6,10611.09,1679.86,0,8931.23,2.95,0
2018,16,1,0,1,3,6,7543.27,56.04,0,7487.23,NA,0
2019,3,5,0,3,3,20,43263.48,9551.22,0,33712.26,1.01,0
2018,4,1,0,1,4,12,25212.6,2256.32,22956.28,0,3.58,0
2017,27,2,0,4,4,3,27.56,0,27.56,0,1.43,0
2017,23,1,0,1,4,3,515.84,252.86,262.98,0,2.65,0
2017,44,1,0,1,4,2,4273.57,0,4273.57,0,3.76,0
2018,19,2,0,4,4,2,969.11,0,969.11,0,1.31,0
2017,34,1,0,1,4,2,347.46,0,347.46,0,2.41,0
2017,9,5,0,4,3,32,60249.85,4159.99,19415.95,36673.91,0.16,3
2017,38,5,0,4,4,11,25110.6,1740.29,23370.31,0,0.46,3
2019,44,5,0,4,4,1,3.72,3.72,0,0,0.16,0
2019,15,4,0,4,1,35,86112.02,0,86112.02,0,0.92,0
2018,37,5,0,4,3,6,6918.86,2552.95,4365.91,0,1.2,2
2020,12,5,0,4,4,5,7821.28,8.01,7813.27,0,0.43,0
2017,3,2,0,4,3,12,25578.12,2,0,25576.12,1.45,0
2017,12,5,0,3,3,75,158741.79,15433.4,0,143308.4,NA,6
